"Term","Term Description","Session","Class","Subject","Catalog Nbr","Section","Class Nbr","Component","Description","Academic Organization","Location Code","Instruction Mode","Enrollment Total","Enrollment Capacity","Wait List Total","List of Students"
"2268","Fall 2026","M4","MEDMD 461 14C1","MEDMD","461","14C1","2043","CLN","Neurosurgery","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 461 15C1","MEDMD","461","15C1","2044","CLN","Neurosurgery","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 462 09R1","MEDMD","462","09R1","1944","RSC","Neurology Research","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 462 10R1","MEDMD","462","10R1","1950","RSC","Neurology Research","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 462 11R1","MEDMD","462","11R1","1956","RSC","Neurology Research","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 462 12R1","MEDMD","462","12R1","1962","RSC","Neurology Research","MED","MEDICAL","P","1","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 462 13R1","MEDMD","462","13R1","1968","RSC","Neurology Research","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 462 14R1","MEDMD","462","14R1","1974","RSC","Neurology Research","MED","MEDICAL","P","1","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 462 15R1","MEDMD","462","15R1","1980","RSC","Neurology Research","MED","MEDICAL","P","1","3","0","List of Students"
"2268","Fall 2026","M4","MEDMD 463 09C1","MEDMD","463","09C1","1937","CLN","Neurocritical Care","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 463 10C1","MEDMD","463","10C1","1938","CLN","Neurocritical Care","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 463 11C1","MEDMD","463","11C1","1939","CLN","Neurocritical Care","MED","MEDICAL","P","1","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 463 12C1","MEDMD","463","12C1","1940","CLN","Neurocritical Care","MED","MEDICAL","P","2","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 463 13C1","MEDMD","463","13C1","1941","CLN","Neurocritical Care","MED","MEDICAL","P","2","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 463 14C1","MEDMD","463","14C1","1942","CLN","Neurocritical Care","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 463 15C1","MEDMD","463","15C1","1943","CLN","Neurocritical Care","MED","MEDICAL","P","1","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 464 09C1","MEDMD","464","09C1","1853","CLN","Mixed Neurology","MED","MEDICAL","P","0","3","0","List of Students"
"2268","Fall 2026","M4","MEDMD 464 10C1","MEDMD","464","10C1","1859","CLN","Mixed Neurology","MED","MEDICAL","P","0","3","0","List of Students"
"2268","Fall 2026","M4","MEDMD 464 11C1","MEDMD","464","11C1","1865","CLN","Mixed Neurology","MED","MEDICAL","P","0","3","0","List of Students"
"2268","Fall 2026","M4","MEDMD 464 12C1","MEDMD","464","12C1","1871","CLN","Mixed Neurology","MED","MEDICAL","P","3","3","0","List of Students"
"2268","Fall 2026","M4","MEDMD 464 13C1","MEDMD","464","13C1","1877","CLN","Mixed Neurology","MED","MEDICAL","P","2","3","0","List of Students"
"2268","Fall 2026","M4","MEDMD 464 14C1","MEDMD","464","14C1","1883","CLN","Mixed Neurology","MED","MEDICAL","P","2","3","0","List of Students"
"2268","Fall 2026","M4","MEDMD 464 15C1","MEDMD","464","15C1","1889","CLN","Mixed Neurology","MED","MEDICAL","P","1","3","0","List of Students"
"2268","Fall 2026","M4","MEDMD 465 09C1","MEDMD","465","09C1","1895","CLN","Outpt Clin Neuro:Neuromuscular","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 465 09C2","MEDMD","465","09C2","1896","CLN","Outpt Clin Neuro:Neuromuscular","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 465 10C1","MEDMD","465","10C1","1901","CLN","Outpt Clin Neuro:Neuromuscular","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 465 10C2","MEDMD","465","10C2","1902","CLN","Outpt Clin Neuro:Neuromuscular","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 465 11C1","MEDMD","465","11C1","1907","CLN","Outpt Clin Neuro:Neuromuscular","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 465 11C2","MEDMD","465","11C2","1908","CLN","Outpt Clin Neuro:Neuromuscular","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 465 12C1","MEDMD","465","12C1","1913","CLN","Outpt Clin Neuro:Neuromuscular","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 465 12C2","MEDMD","465","12C2","1914","CLN","Outpt Clin Neuro:Neuromuscular","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 465 13C1","MEDMD","465","13C1","1919","CLN","Outpt Clin Neuro:Neuromuscular","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 465 13C2","MEDMD","465","13C2","1920","CLN","Outpt Clin Neuro:Neuromuscular","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 465 14C1","MEDMD","465","14C1","1925","CLN","Outpt Clin Neuro:Neuromuscular","MED","MEDICAL","P","1","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 465 14C2","MEDMD","465","14C2","1926","CLN","Outpt Clin Neuro:Neuromuscular","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 465 15C1","MEDMD","465","15C1","1931","CLN","Outpt Clin Neuro:Neuromuscular","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 465 15C2","MEDMD","465","15C2","1932","CLN","Outpt Clin Neuro:Neuromuscular","MED","MEDICAL","P","1","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 466 09C1","MEDMD","466","09C1","1447","CLN","Neuroradiology","MED","MEDICAL","P","0","5","0","List of Students"
"2268","Fall 2026","M4","MEDMD 466 10C1","MEDMD","466","10C1","1448","CLN","Neuroradiology","MED","MEDICAL","P","0","5","0","List of Students"
"2268","Fall 2026","M4","MEDMD 466 11C1","MEDMD","466","11C1","1449","CLN","Neuroradiology","MED","MEDICAL","P","0","5","0","List of Students"
"2268","Fall 2026","M4","MEDMD 466 12C1","MEDMD","466","12C1","1450","CLN","Neuroradiology","MED","MEDICAL","P","2","5","0","List of Students"
"2268","Fall 2026","M4","MEDMD 466 13C1","MEDMD","466","13C1","1451","CLN","Neuroradiology","MED","MEDICAL","P","0","5","0","List of Students"
"2268","Fall 2026","M4","MEDMD 466 14C1","MEDMD","466","14C1","1452","CLN","Neuroradiology","MED","MEDICAL","P","1","5","0","List of Students"
"2268","Fall 2026","M4","MEDMD 466 15C1","MEDMD","466","15C1","1453","CLN","Neuroradiology","MED","MEDICAL","P","2","5","0","List of Students"
"2268","Fall 2026","M4","MEDMD 467 09C1","MEDMD","467","09C1","2392","CLN","Sub-Internship: Neurosurgery","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 467 10C1","MEDMD","467","10C1","2393","CLN","Sub-Internship: Neurosurgery","MED","MEDICAL","P","1","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 467 11C1","MEDMD","467","11C1","2394","CLN","Sub-Internship: Neurosurgery","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 467 12C1","MEDMD","467","12C1","2395","CLN","Sub-Internship: Neurosurgery","MED","MEDICAL","P","0","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 467 13C1","MEDMD","467","13C1","2396","CLN","Sub-Internship: Neurosurgery","MED","MEDICAL","P","1","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 467 14C1","MEDMD","467","14C1","2397","CLN","Sub-Internship: Neurosurgery","MED","MEDICAL","P","0","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 467 15C1","MEDMD","467","15C1","2398","CLN","Sub-Internship: Neurosurgery","MED","MEDICAL","P","0","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 470 09C1","MEDMD","470","09C1","1991","CLN","Breastfeeding Medicine","MED","MEDICAL","P","0","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 470 10C1","MEDMD","470","10C1","17880","CLN","Breastfeeding Medicine","MED","MEDICAL","P","1","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 470 13C1","MEDMD","470","13C1","1992","CLN","Breastfeeding Medicine","MED","MEDICAL","P","0","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 470 14C1","MEDMD","470","14C1","2525","CLN","Breastfeeding Medicine","MED","MEDICAL","P","0","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 471 09C1","MEDMD","471","09C1","1257","CLN","Sub-I: Inpatient Gynecology","MED","MEDICAL","P","0","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 471 10C1","MEDMD","471","10C1","1258","CLN","Sub-I: Inpatient Gynecology","MED","MEDICAL","P","2","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 471 11C1","MEDMD","471","11C1","1259","CLN","Sub-I: Inpatient Gynecology","MED","MEDICAL","P","1","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 471 12C1","MEDMD","471","12C1","1260","CLN","Sub-I: Inpatient Gynecology","MED","MEDICAL","P","2","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 471 13C1","MEDMD","471","13C1","1261","CLN","Sub-I: Inpatient Gynecology","MED","MEDICAL","P","1","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 472 09C1","MEDMD","472","09C1","1262","CLN","Sub-I: Maternal-Fetal Medicine","MED","MEDICAL","P","1","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 472 10C1","MEDMD","472","10C1","1263","CLN","Sub-I: Maternal-Fetal Medicine","MED","MEDICAL","P","1","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 472 11C1","MEDMD","472","11C1","1264","CLN","Sub-I: Maternal-Fetal Medicine","MED","MEDICAL","P","1","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 472 12C1","MEDMD","472","12C1","1265","CLN","Sub-I: Maternal-Fetal Medicine","MED","MEDICAL","P","1","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 472 13C1","MEDMD","472","13C1","1266","CLN","Sub-I: Maternal-Fetal Medicine","MED","MEDICAL","P","1","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 473 10C1","MEDMD","473","10C1","17879","CLN","Substance Use Disorder in Preg","MED","MEDICAL","P","0","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 473 11C1","MEDMD","473","11C1","17695","CLN","Substance Use Disorder in Preg","MED","MEDICAL","P","1","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 473 12C1","MEDMD","473","12C1","2421","CLN","Substance Use Disorder in Preg","MED","MEDICAL","P","1","5","0","List of Students"
"2268","Fall 2026","M4","MEDMD 473 13C1","MEDMD","473","13C1","1990","CLN","Substance Use Disorder in Preg","MED","MEDICAL","P","1","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 480 09C1","MEDMD","480","09C1","1571","CLN","Multidiscip Breast Cancer Care","MED","MEDICAL","P","0","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 480 10C1","MEDMD","480","10C1","1572","CLN","Multidiscip Breast Cancer Care","MED","MEDICAL","P","0","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 480 11C1","MEDMD","480","11C1","1573","CLN","Multidiscip Breast Cancer Care","MED","MEDICAL","P","0","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 480 12C1","MEDMD","480","12C1","1574","CLN","Multidiscip Breast Cancer Care","MED","MEDICAL","P","0","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 480 13C1","MEDMD","480","13C1","1575","CLN","Multidiscip Breast Cancer Care","MED","MEDICAL","P","1","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 480 14C1","MEDMD","480","14C1","1576","CLN","Multidiscip Breast Cancer Care","MED","MEDICAL","P","1","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 480 15C1","MEDMD","480","15C1","1577","CLN","Multidiscip Breast Cancer Care","MED","MEDICAL","P","0","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 481 09C1","MEDMD","481","09C1","1617","CLN","Clinical Hematology/Oncology","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 481 10C1","MEDMD","481","10C1","1618","CLN","Clinical Hematology/Oncology","MED","MEDICAL","P","1","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 481 11C1","MEDMD","481","11C1","1619","CLN","Clinical Hematology/Oncology","MED","MEDICAL","P","2","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 481 12C1","MEDMD","481","12C1","1620","CLN","Clinical Hematology/Oncology","MED","MEDICAL","P","2","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 481 13C1","MEDMD","481","13C1","1621","CLN","Clinical Hematology/Oncology","MED","MEDICAL","P","1","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 481 14C1","MEDMD","481","14C1","1622","CLN","Clinical Hematology/Oncology","MED","MEDICAL","P","2","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 481 15C1","MEDMD","481","15C1","1623","CLN","Clinical Hematology/Oncology","MED","MEDICAL","P","2","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 485 09C1","MEDMD","485","09C1","1337","CLN","Sub-I:Otolaryng-Head/Neck Surg","MED","MEDICAL","P","1","5","0","List of Students"
"2268","Fall 2026","M4","MEDMD 485 10C1","MEDMD","485","10C1","1338","CLN","Sub-I:Otolaryng-Head/Neck Surg","MED","MEDICAL","P","1","5","0","List of Students"
"2268","Fall 2026","M4","MEDMD 485 11C1","MEDMD","485","11C1","1339","CLN","Sub-I:Otolaryng-Head/Neck Surg","MED","MEDICAL","P","3","5","0","List of Students"
"2268","Fall 2026","M4","MEDMD 485 12C1","MEDMD","485","12C1","1340","CLN","Sub-I:Otolaryng-Head/Neck Surg","MED","MEDICAL","P","1","5","0","List of Students"
"2268","Fall 2026","M4","MEDMD 485 13C1","MEDMD","485","13C1","1341","CLN","Sub-I:Otolaryng-Head/Neck Surg","MED","MEDICAL","P","0","5","0","List of Students"
"2268","Fall 2026","M4","MEDMD 485 14C1","MEDMD","485","14C1","1342","CLN","Sub-I:Otolaryng-Head/Neck Surg","MED","MEDICAL","P","0","5","0","List of Students"
"2268","Fall 2026","M4","MEDMD 485 15C1","MEDMD","485","15C1","1343","CLN","Sub-I:Otolaryng-Head/Neck Surg","MED","MEDICAL","P","1","5","0","List of Students"
"2268","Fall 2026","M4","MEDMD 486 09R1","MEDMD","486","09R1","2080","RSC","Research in Otolaryngology","MED","MEDICAL","P","0","8","0","List of Students"
"2268","Fall 2026","M4","MEDMD 486 10R1","MEDMD","486","10R1","2081","RSC","Research in Otolaryngology","MED","MEDICAL","P","0","8","0","List of Students"
"2268","Fall 2026","M4","MEDMD 486 11R1","MEDMD","486","11R1","2082","RSC","Research in Otolaryngology","MED","MEDICAL","P","0","8","0","List of Students"
"2268","Fall 2026","M4","MEDMD 486 12R1","MEDMD","486","12R1","2083","RSC","Research in Otolaryngology","MED","MEDICAL","P","0","8","0","List of Students"
"2268","Fall 2026","M4","MEDMD 486 13R1","MEDMD","486","13R1","2084","RSC","Research in Otolaryngology","MED","MEDICAL","P","1","8","0","List of Students"
"2268","Fall 2026","M4","MEDMD 486 14R1","MEDMD","486","14R1","2085","RSC","Research in Otolaryngology","MED","MEDICAL","P","0","8","0","List of Students"
"2268","Fall 2026","M4","MEDMD 486 15R1","MEDMD","486","15R1","2086","RSC","Research in Otolaryngology","MED","MEDICAL","P","0","8","0","List of Students"
"2268","Fall 2026","M4","MEDMD 487 09C1","MEDMD","487","09C1","2073","CLN","Advanced Otolaryngology","MED","MEDICAL","P","0","4","0","List of Students"
"2268","Fall 2026","M4","MEDMD 487 10C1","MEDMD","487","10C1","2074","CLN","Advanced Otolaryngology","MED","MEDICAL","P","0","4","0","List of Students"
"2268","Fall 2026","M4","MEDMD 487 11C1","MEDMD","487","11C1","2075","CLN","Advanced Otolaryngology","MED","MEDICAL","P","0","4","0","List of Students"
"2268","Fall 2026","M4","MEDMD 487 12C1","MEDMD","487","12C1","2076","CLN","Advanced Otolaryngology","MED","MEDICAL","P","0","4","0","List of Students"
"2268","Fall 2026","M4","MEDMD 487 13C1","MEDMD","487","13C1","2077","CLN","Advanced Otolaryngology","MED","MEDICAL","P","0","4","0","List of Students"
"2268","Fall 2026","M4","MEDMD 487 14C1","MEDMD","487","14C1","2078","CLN","Advanced Otolaryngology","MED","MEDICAL","P","0","4","0","List of Students"
"2268","Fall 2026","M4","MEDMD 487 15C1","MEDMD","487","15C1","2079","CLN","Advanced Otolaryngology","MED","MEDICAL","P","0","4","0","List of Students"
"2268","Fall 2026","M4","MEDMD 488 14C1","MEDMD","488","14C1","2530","CLN","Otolaryngology Multi-Site","MED","MEDICAL","P","0","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 490 09C1","MEDMD","490","09C1","2263","CLN","Pathology Elective","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 490 13C1","MEDMD","490","13C1","1374","CLN","Pathology Elective","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 490 14C1","MEDMD","490","14C1","1375","CLN","Pathology Elective","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 490 15C1","MEDMD","490","15C1","1376","CLN","Pathology Elective","MED","MEDICAL","P","1","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 491 09C1","MEDMD","491","09C1","1378","CLN","Forensic Pathology","MED","MEDICAL","P","0","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 491 10C1","MEDMD","491","10C1","1379","CLN","Forensic Pathology","MED","MEDICAL","P","0","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 491 11C1","MEDMD","491","11C1","1380","CLN","Forensic Pathology","MED","MEDICAL","P","2","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 491 12C1","MEDMD","491","12C1","1381","CLN","Forensic Pathology","MED","MEDICAL","P","1","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 491 13C1","MEDMD","491","13C1","1382","CLN","Forensic Pathology","MED","MEDICAL","P","1","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 491 14C1","MEDMD","491","14C1","1383","CLN","Forensic Pathology","MED","MEDICAL","P","2","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 491 15C1","MEDMD","491","15C1","1384","CLN","Forensic Pathology","MED","MEDICAL","P","2","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 495 09R1","MEDMD","495","09R1","2094","RSC","Quality Improvement Elect I","MED","MEDICAL","P","0","3","0","List of Students"
"2268","Fall 2026","M4","MEDMD 495 10R1","MEDMD","495","10R1","2095","RSC","Quality Improvement Elect I","MED","MEDICAL","P","0","3","0","List of Students"
"2268","Fall 2026","M4","MEDMD 495 11R1","MEDMD","495","11R1","2096","RSC","Quality Improvement Elect I","MED","MEDICAL","P","1","3","0","List of Students"
"2268","Fall 2026","M4","MEDMD 495 12R1","MEDMD","495","12R1","2097","RSC","Quality Improvement Elect I","MED","MEDICAL","P","0","3","0","List of Students"
"2268","Fall 2026","M4","MEDMD 495 13R1","MEDMD","495","13R1","2098","RSC","Quality Improvement Elect I","MED","MEDICAL","P","0","3","0","List of Students"
"2268","Fall 2026","M4","MEDMD 495 14R1","MEDMD","495","14R1","2099","RSC","Quality Improvement Elect I","MED","MEDICAL","P","1","3","0","List of Students"
"2268","Fall 2026","M4","MEDMD 495 15R1","MEDMD","495","15R1","2100","RSC","Quality Improvement Elect I","MED","MEDICAL","P","1","3","0","List of Students"
"2268","Fall 2026","M4","MEDMD 496 12R1","MEDMD","496","12R1","2182","RSC","Research Elec: Pt Data Sets","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 496 13R1","MEDMD","496","13R1","2183","RSC","Research Elec: Pt Data Sets","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 496 14R1","MEDMD","496","14R1","2184","RSC","Research Elec: Pt Data Sets","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 496 15R1","MEDMD","496","15R1","2185","RSC","Research Elec: Pt Data Sets","MED","MEDICAL","P","1","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 497 09D1","MEDMD","497","09D1","2101","DIS","Quality Improvement Elect II","MED","MEDICAL","P","0","3","0","List of Students"
"2268","Fall 2026","M4","MEDMD 497 10D1","MEDMD","497","10D1","2102","DIS","Quality Improvement Elect II","MED","MEDICAL","P","0","3","0","List of Students"
"2268","Fall 2026","M4","MEDMD 497 11D1","MEDMD","497","11D1","2103","DIS","Quality Improvement Elect II","MED","MEDICAL","P","0","3","0","List of Students"
"2268","Fall 2026","M4","MEDMD 497 12D1","MEDMD","497","12D1","2104","DIS","Quality Improvement Elect II","MED","MEDICAL","P","0","3","0","List of Students"
"2268","Fall 2026","M4","MEDMD 497 13D1","MEDMD","497","13D1","2105","DIS","Quality Improvement Elect II","MED","MEDICAL","P","0","3","0","List of Students"
"2268","Fall 2026","M4","MEDMD 497 14D1","MEDMD","497","14D1","2106","DIS","Quality Improvement Elect II","MED","MEDICAL","P","0","3","0","List of Students"
"2268","Fall 2026","M4","MEDMD 497 15D1","MEDMD","497","15D1","2107","DIS","Quality Improvement Elect II","MED","MEDICAL","P","0","3","0","List of Students"
"2268","Fall 2026","M4","MEDMD 500 10C1","MEDMD","500","10C1","17967","CLN","Development and Behavioral Ped","MED","MEDICAL","P","1","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 500 12C1","MEDMD","500","12C1","1388","CLN","Development and Behavioral Ped","MED","MEDICAL","P","0","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 500 13C1","MEDMD","500","13C1","1389","CLN","Development and Behavioral Ped","MED","MEDICAL","P","1","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 500 14C1","MEDMD","500","14C1","1390","CLN","Development and Behavioral Ped","MED","MEDICAL","P","1","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 500 15C1","MEDMD","500","15C1","2272","CLN","Development and Behavioral Ped","MED","MEDICAL","P","0","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 501 09C1","MEDMD","501","09C1","1391","CLN","Pediatric Gastroenterology","MED","MEDICAL","P","0","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 501 10C1","MEDMD","501","10C1","1392","CLN","Pediatric Gastroenterology","MED","MEDICAL","P","0","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 501 11C1","MEDMD","501","11C1","1393","CLN","Pediatric Gastroenterology","MED","MEDICAL","P","1","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 501 12C1","MEDMD","501","12C1","1394","CLN","Pediatric Gastroenterology","MED","MEDICAL","P","1","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 501 13C1","MEDMD","501","13C1","2346","CLN","Pediatric Gastroenterology","MED","MEDICAL","P","1","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 501 14C1","MEDMD","501","14C1","2388","CLN","Pediatric Gastroenterology","MED","MEDICAL","P","1","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 501 15C1","MEDMD","501","15C1","2273","CLN","Pediatric Gastroenterology","MED","MEDICAL","P","1","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 502 09C1","MEDMD","502","09C1","1395","CLN","Pediatric Infectious Diseases","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 502 10C1","MEDMD","502","10C1","1396","CLN","Pediatric Infectious Diseases","MED","MEDICAL","P","0","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 502 11C1","MEDMD","502","11C1","1397","CLN","Pediatric Infectious Diseases","MED","MEDICAL","P","1","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 502 12C1","MEDMD","502","12C1","1398","CLN","Pediatric Infectious Diseases","MED","MEDICAL","P","1","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 502 13C1","MEDMD","502","13C1","1399","CLN","Pediatric Infectious Diseases","MED","MEDICAL","P","1","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 502 14C1","MEDMD","502","14C1","1400","CLN","Pediatric Infectious Diseases","MED","MEDICAL","P","1","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 502 15C1","MEDMD","502","15C1","1401","CLN","Pediatric Infectious Diseases","MED","MEDICAL","P","1","2","0","List of Students"
"2268","Fall 2026","M4","MEDMD 503 09C1","MEDMD","503","09C1","1402","CLN","Pediatric Cardiology","MED","MEDICAL","P","0","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 503 10C1","MEDMD","503","10C1","1403","CLN","Pediatric Cardiology","MED","MEDICAL","P","1","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 503 11C1","MEDMD","503","11C1","1404","CLN","Pediatric Cardiology","MED","MEDICAL","P","1","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 503 12C1","MEDMD","503","12C1","1405","CLN","Pediatric Cardiology","MED","MEDICAL","P","1","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 503 13C1","MEDMD","503","13C1","1406","CLN","Pediatric Cardiology","MED","MEDICAL","P","1","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 503 14C1","MEDMD","503","14C1","1407","CLN","Pediatric Cardiology","MED","MEDICAL","P","1","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 503 15C1","MEDMD","503","15C1","1408","CLN","Pediatric Cardiology","MED","MEDICAL","P","1","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 504 09C1","MEDMD","504","09C1","1409","CLN","Pediatric Nutrition","MED","MEDICAL","P","0","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 504 10C1","MEDMD","504","10C1","1410","CLN","Pediatric Nutrition","MED","MEDICAL","P","0","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 504 11C1","MEDMD","504","11C1","1411","CLN","Pediatric Nutrition","MED","MEDICAL","P","0","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 504 12C1","MEDMD","504","12C1","1412","CLN","Pediatric Nutrition","MED","MEDICAL","P","0","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 504 13C1","MEDMD","504","13C1","1413","CLN","Pediatric Nutrition","MED","MEDICAL","P","0","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 504 14C1","MEDMD","504","14C1","1414","CLN","Pediatric Nutrition","MED","MEDICAL","P","0","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 504 15C1","MEDMD","504","15C1","1415","CLN","Pediatric Nutrition","MED","MEDICAL","P","1","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 505 09C1","MEDMD","505","09C1","1423","CLN","Pediatric Latino Patients","MED","MEDICAL","P","0","1","0","List of Students"
"2268","Fall 2026","M4","MEDMD 505 10C1","MEDMD","505","10C1","1424","CLN","Pediatric Latino Patients","MED","MEDICAL","P","0","1","0","List of Students"
